RMSD,Area,ED,Energy,SS,ResidueLength,PairNumber,100.6079961,81.98734877,0.042989621,99.92630351
4.811,23126.1,277014,-9831.27,72,468,9276,1,1,0,1
1.267,5233.34,4525.32,-1.46E+03,24,85,343,1,0,0,1
1.74,17310.3,136997,-7.60E+03,70,449,5537,1,1,0,1
1.742,12287.6,74211.3,-2.90E+03,20,249,3630,1,1,0,1
0,5189.74,3524,-2116,8,76,247,1,0,0,1
3.031,9815.11,40157.3,-3.12E+03,16,196,1885,1,1,0,1
0,11297.5,81023,-6669,31,280,3713,1,1,0,1
0,21119.9,364880,-11564,93,524,12196,1,1,0,1
2.162,5795.33,7569.49,-1857.88,75,104,457,1,1,0,1
2.612,8629.71,11978.3,-2450.11,82,128,693,1,1,0,1
2.386,4977.23,2959.33,-1232.92,47,67,224,1,0,0,1
0,15035.1,94550,-7143,79,317,3382,1,1,0,1
2.103,5867.78,7477.43,-1889.45,75,104,457,1,1,0,1
3.426,8821.51,13434.7,-2923.19,12,148,729,1,1,0,1
0,8672.28,29463,-4007,32,182,1633,1,1,0,1
0,13269.4,54048,-5043,44,247,2463,1,1,0,1
2.246,5922.36,7610.86,-1825.33,70,104,457,1,1,0,1
2.427,7989.2,9613.02,-3049.05,95,130,490,1,1,0,1
1.584,4143.59,2175.3,-965.053,20,54,165,1,0,0,1
3.842,8901.44,25127.8,-3057.88,39,157,1519,1,1,0,1
4.423,8891.92,28869.5,-3414.65,33,179,1626,1,1,0,1
3.848,7914.59,12863.9,-2720.8,15,132,806,1,1,0,1
4.086,8557.22,26337.6,-2.25E+03,27,156,1364,1,1,0,1
4.066,6898.22,4068.43,-2301.56,70,101,249,1,0,0,1
0,24626.8,566239,-10187,177,533,12198,1,1,0,1
1.042,5845.68,4771.93,-1.04E+03,21,85,343,1,0,0,1
1.239,2419.02,49.4916,-4.22E+02,6,33,5,1,0,0,1
2.709,5240.37,4211.34,-1498.1,121,88,318,1,0,0,1
4.183,8154.72,9713.31,-2836.03,20,138,554,1,1,0,1
4.929,13428.8,58786.6,-2.28E+03,71,223,2822,1,1,0,1
3.796,9367.03,25547,-2.74E+03,38,156,1364,1,1,0,1
2.306,5648.57,7567.99,-1851.88,71,104,457,1,1,0,1
1.759,7395.15,9162.46,-3048.89,16,138,554,1,1,0,1
0,6094.49,8143,-2117,12,87,485,1,1,0,1
2.576,15211.5,81349.2,-1.92E+03,53,223,2059,1,1,0,1
4.102,13720.6,47097.7,-5868.76,55,273,2061,1,1,0,1
4.134,7661.35,9075.62,-1840.12,70,107,517,1,1,0,1
2.349,14243.5,59430.5,-6577.46,146,305,2610,1,1,0,1
2.127,6627.77,13313.1,-1583.18,18,96,804,1,1,0,1
4.684,12586.6,72243.7,-5579.48,52,262,3211,1,1,0,1
0,14325,185051,-6699,44,335,7581,1,1,0,1
1.207,5103.41,4220.3,-1.12E+03,21,85,343,1,0,0,1
2.455,9709.76,38889.6,-2.61E+03,11,196,1885,1,1,0,1
0,29335.6,657611,-16818,122,688,17715,1,1,0,1
4.717,12587.7,70896.2,-5525.91,41,262,3211,1,1,0,1
1.635,4060.39,2192.91,-1057.07,20,54,165,1,0,0,1
3.856,7796.79,12846.8,-2813.52,15,132,806,1,1,0,1
1.183,5486.91,4740.29,-5.77E+02,24,85,343,1,0,0,1
3.83,7985.51,12833.3,-2577.51,31,132,806,1,1,0,1
3.639,10231,38842.4,-4076.11,30,193,2118,1,1,0,1
4.818,9464.98,55037.9,-3.68E+03,43,188,2599,1,1,0,1
2.811,13863.7,91686.8,-4.79E+03,47,254,3885,1,1,0,1
0,15622.8,128057,-7850,81,351,4913,1,1,0,1
4.191,7656.68,8744.13,-1.03E+03,38,102,516,1,1,0,1
4.298,16637.6,143577,-7537.29,182,362,5847,1,1,0,1
0,9605.83,75726,-5931,26,218,3707,1,1,0,1
4.809,3893.16,1171.84,-948.223,39,51,102,1,0,0,1
4.588,8945.63,38794.7,-3870.93,47,180,2054,1,1,0,1
3.546,9479.5,25614.4,-3281.69,32,174,1415,1,1,0,1
4.213,8466.16,20246.8,-3480.91,116,163,1162,1,1,0,1
0,35616.2,1385700,-21268,114,728,33059,1,1,0,1
0,12167.4,72069,-5646,57,290,3544,1,1,0,1
0,22454.4,228036,-13850,103,499,7348,1,1,0,1
1.979,16902.7,137566,-7.70E+03,84,449,5537,1,1,0,1
4.399,9395.58,16583.6,-18.9875,82,172,973,1,1,0,1
2.456,16135.5,118292,-4.21E+03,61,271,4426,1,1,0,1
2.6,21534.6,231460,-4.19E+03,89,537,8350,1,1,0,1
0,10138.9,37821,-5426,66,205,2124,1,1,0,1
2.451,8985.38,51208.7,-3.61E+03,34,188,2599,1,1,0,1
3.628,13924.3,140147,-4.00E+03,36,315,5844,1,1,0,1
2.083,8091.09,9606.61,-2936.54,99,130,490,1,1,0,1
1.807,3819.81,2187.72,-1103.97,20,54,165,1,0,0,1
2.651,8672.14,24852.2,-3251.15,27,157,1519,1,1,0,1
0,7117.68,15298,-3834,51,121,931,1,1,0,1
0,8203.24,13298,-3344,9,112,549,1,1,0,1
0,12780,40390,-7238,49,240,1582,1,1,0,1
2.288,5896.51,6956.61,-1702.29,52,93,545,1,1,0,1
4.039,6158.11,11113.6,-1872.88,23,102,764,1,1,0,1
0,8545.76,15478,-3906,24,172,894,1,1,0,1
2.858,13273.3,51842.8,-2.74E+03,42,234,2464,1,1,0,1
3.157,8545.8,9882.37,-2404.46,12,123,621,1,1,0,1
0,19817.1,227021,-15977,252,513,8096,1,1,0,1
0,6544.47,6654,-4397,40,129,456,1,1,0,1
3.185,12377.9,49618.3,-3.86E+03,37,234,2464,1,1,0,1
3.736,19093.1,162367,-9.07E+03,92,388,6290,1,1,0,1
0,12635.8,40273,-6613,122,227,1696,1,1,0,1
1.862,5105.42,3418.66,-839.112,48,51,132,1,0,0,1
0,9366.48,16196,-3019,16,161,807,1,1,0,1
2.932,6646.16,10330.6,-3.11E+03,13,109,689,1,1,0,1
3.488,13197.7,60112.4,-4.82E+03,27,247,2754,1,1,0,1
3.318,9697.77,48184,-5.25E+03,28,216,2677,1,1,0,1
0,13655.9,112364,-7775,56,314,4531,1,1,0,1
0,10030,20527,-2033,36,146,974,1,1,0,1
3.343,13463.5,80112.8,-5.10E+03,57,272,3539,1,1,0,1
4.988,6960.35,6453.29,-2191.89,32,108,428,1,0,0,1
3.664,9690.54,17039.7,-3778.75,76,172,973,1,1,0,1
2.979,23065.5,266000,-8.11E+03,98,537,8350,1,1,0,1
0,14214,84367,-9093,56,318,3630,1,1,0,1
2.425,7961.72,9532.7,-2992.36,94,130,490,1,1,0,1
3.502,10906,39535.8,-3861.01,18,193,2118,1,1,0,1
3.976,14214.8,103575,-5741.5,158,281,4061,1,1,0,1
2.555,8634.75,25312.1,-3174.19,22,157,1519,1,1,0,1
2.313,5262.96,3397.3,-794.783,50,51,132,1,0,0,1
1.683,11923.9,33827.2,-2.82E+03,35,234,1581,1,1,0,1
2.873,13754.9,62008.1,-4.36E+03,31,247,2754,1,1,0,1
4.508,15317.4,80386.8,-6954.92,74,320,3466,1,1,0,1
2.711,15038.3,115200,-5.10E+03,50,271,4426,1,1,0,1
4.552,11824.1,54628.6,-2.06E+03,45,223,2822,1,1,0,1
0,12215.3,84966,-10054,105,263,3463,1,1,0,1
0,17565.7,143274,-6598,38,307,3387,1,1,0,1
4.643,10478.6,28865.4,-3.77E+03,38,194,1521,1,1,0,1
0,9824.58,29307,-4500,95,172,1518,1,1,0,1
4.168,20874.4,518641,-12067.5,155,540,18067,1,1,0,1
0,8140.29,30545,-2599,109,169,1803,1,1,0,1
0,19252.1,454805,-12489,321,431,15329,1,1,0,1
3.82,9326.41,27242.4,-2.39E+03,25,194,1521,1,1,0,1
0,15957.5,75670,-8383,79,336,3138,1,1,0,1
4.666,8661.09,28863,-3510.26,37,179,1626,1,1,0,1
0,16915,135908,-8962,216,360,5741,1,1,0,1
2.103,3915.38,1467.78,-1017.12,41,52,133,1,0,0,1
3.749,13064.1,79824.2,-5.33E+03,60,272,3539,1,1,0,1
1.64,5463.46,5116.51,-1.45E+03,9,79,292,1,0,0,1
1.918,5530.26,4348.81,-9.63E+02,16,88,292,1,0,0,1
2.553,7258.49,14222.2,-2325.44,82,120,809,1,1,0,1
2.941,9582.21,12122.5,-2664.17,92,136,619,1,1,0,1
4.024,5023.48,4241.31,-1305.46,21,72,340,1,0,0,1
4.508,19468.9,344844,-1.12E+04,98,462,11563,1,1,0,1
4.103,12898.6,93905.4,-6.35E+03,64,254,3885,1,1,0,1
4.909,9257.37,30453.9,-3463.71,124,171,1747,1,1,0,1
2.503,9783.87,38441.8,-4175.54,15,193,2118,1,1,0,1
3.508,14499.7,145974,-6137.42,155,308,6057,1,1,0,1
2.165,11823.5,70743.7,-4933.32,132,247,3373,1,1,0,1
2.576,14380.5,141057,-5.58E+03,41,315,5844,1,1,0,1
3.346,18115.3,161376,-1.06E+04,80,388,6290,1,1,0,1
4.177,9452.31,24740.8,-4.58E+02,10,166,1111,1,1,0,1
4.559,14473.7,144768,-6097.41,141,308,6057,1,1,0,1
0,19801.4,494750,-14639,62,542,16953,1,1,0,1
2.118,13163.1,46563.7,-2.23E+03,52,234,1581,1,1,0,1
0,20026,591959,-14770,191,457,16028,1,1,0,1
4.599,11831,39620.7,-3743.22,47,193,2118,1,1,0,1
2.533,12141.9,50854.4,-4.54E+03,47,234,2464,1,1,0,1
2.268,11113.1,58486.3,-4398.11,125,217,2904,1,1,0,1
3.697,25413.8,478330,-1.07E+04,49,483,15505,1,1,0,1
4.481,9454.2,33585.7,-3396.91,94,176,1922,1,1,0,1
4.63,9055.52,29103.4,-3437.35,32,179,1626,1,1,0,1
0,12647.7,29072,-5773,44,235,1420,1,1,0,1
1.964,9762.78,34830.3,-2.39E+03,45,234,1581,1,1,0,1
4.956,9842.68,22500.9,-2.53E+03,40,182,1212,1,1,0,1
3.852,4838.78,1937.07,-935.851,15,63,166,1,0,0,1
0,10367,43555,-5765,149,214,2321,1,1,0,1
4.109,9644.95,29051.4,-1.91E+03,28,156,1364,1,1,0,1
0,13606.1,77230,-5515,47,311,2838,1,1,0,1
0,10875.2,44735,-4333,86,192,2189,1,1,0,1
2.66,10911.4,31797.8,-2.74E+03,22,166,1414,1,1,0,1
3.607,4431.11,3208.69,-1204.71,34,71,249,1,0,0,1
3.708,12590.9,45871.5,-5967.42,64,273,2061,1,1,0,1
3.654,7718.18,15756.6,-2674.61,74,134,970,1,1,0,1
3.515,9059.8,26868.8,-2985.45,91,158,1403,1,1,0,1
3.774,12655.9,78736.1,-4.74E+03,50,272,3539,1,1,0,1
2.82,4226,1938.59,-1067.77,5,63,166,1,0,0,1
3.164,10015,38137.2,-4073.49,25,193,2118,1,1,0,1
4.385,9052.46,40307,-4.29E+03,78,215,2188,1,1,0,1
2.816,4135.42,1981.51,-1069.25,5,63,166,1,0,0,1
2.595,8370.33,37445.8,-2.38E+03,17,196,1885,1,1,0,1
4.343,5989.1,2190.41,-1454.23,11,82,185,1,0,0,1
0,8665.47,11544,-3663,59,127,653,1,1,0,1
3.722,9690.44,25865.2,-3391.44,23,174,1415,1,1,0,1
1.208,8785.06,17177.1,-4294.06,35,183,931,1,1,0,1
2.246,7569.35,14020.3,-2332.5,87,120,809,1,1,0,1
4.294,13582,47388.9,-5794.73,69,273,2061,1,1,0,1
3.572,14123.5,144608,-6046.98,163,308,6057,1,1,0,1
2.395,21567.7,408958,-8.91E+03,60,473,14125,1,1,0,1
3.797,12283,57825.7,-3.52E+03,41,224,2192,1,1,0,1
2.2,5915.13,7518.67,-1790.13,72,104,457,1,1,0,1
2.097,6689.05,13316.5,-1572.47,18,96,804,1,1,0,1
0,6363.7,6822,-2320,14,105,427,1,1,0,1
0,10979.4,45220,-4921,28,215,2188,1,1,0,1
2.784,7305.73,14284.6,-2382.32,90,120,809,1,1,0,1
3.913,9051.61,50058.1,-2.65E+03,37,188,2599,1,1,0,1
3.464,11863.2,87896.6,-2.77E+03,25,220,3450,1,1,0,1
3.626,18445.4,160387,-1.02E+04,90,388,6290,1,1,0,1
0,7858.4,14244,-1943,10,125,807,1,1,0,1
3.685,10783.4,39352.3,-3954.48,27,193,2118,1,1,0,1
3.676,22131.8,407109,-8.02E+03,67,473,14125,1,1,0,1
3.994,2384.62,52.8204,-3.22E+02,92,33,5,1,0,0,1
4.103,7985.8,4674,-2651.07,29,131,271,1,0,0,1
4.593,8478.61,4780.96,-2568.96,26,131,271,1,0,0,1
0,14773.9,165250,-5893,52,347,6860,1,1,0,1
1.752,4927.66,2753.8,-1261.78,51,67,224,1,0,0,1
2.319,16609.2,59814.7,-5831.28,101,305,2610,1,1,0,1
0,14938.1,148379,-8753,58,330,5848,1,1,0,1
4.245,8770.1,11172.4,-3092.27,34,156,654,1,1,0,1
3.511,16835,145010,-4.65E+03,48,315,5844,1,1,0,1
1.027,5875.68,4693.53,-1.74E+03,21,85,343,1,0,0,1
1.183,6117.02,5223.46,-1.17E+03,21,85,343,1,0,0,1
2.62,5418.47,4178.98,-9.30E+02,12,79,317,1,0,0,1
4.949,9488.93,30720.1,-3181.36,127,171,1747,1,1,0,1
3.169,14985.5,140936,-4.07E+03,49,315,5844,1,1,0,1
3.34,12771.4,103695,-2.03E+03,15,220,3450,1,1,0,1
2.704,15665.1,116524,-4.33E+03,53,271,4426,1,1,0,1
3.11,18615.1,178377,-6.02E+03,78,403,6746,1,1,0,1
2.24,6617.3,5030.64,-2228,68,107,346,1,0,0,1
0,15450.4,167580,-5752,77,294,6059,1,1,0,1
4.892,12474.2,58068.7,-2.64E+03,37,223,2822,1,1,0,1
0,10243.5,18966,-4673,98,176,977,1,1,0,1
3.821,12454.2,55579.1,-4.32E+03,29,216,2677,1,1,0,1
0,11015.1,27117,-4772,40,210,1364,1,1,0,1
3.411,4740.98,3290.29,-1186.44,34,71,249,1,0,0,1
0,9641.03,18590,-4292,16,189,978,1,1,0,1
4.432,7322.17,8874.15,-1903.26,79,107,517,1,1,0,1
1.826,3802.11,1456.54,-1003.08,42,52,133,1,0,0,1
0,15309.2,83968,-6787,61,313,3554,1,1,0,1
4.872,8057.81,13431.3,-2693.1,20,132,806,1,1,0,1
3.009,17850.6,177271,-7.26E+03,70,403,6746,1,1,0,1
2.668,6528.62,10391.2,-2.96E+03,16,109,689,1,1,0,1
4.292,17427,114554,-5.84E+03,42,322,4619,1,1,0,1
3.661,14267.5,93977.7,-5579.09,35,294,4249,1,1,0,1
4.242,10016,37824.9,-3.63E+03,43,196,1997,1,1,0,1
0,12768.7,51273,-5671,158,251,2260,1,1,0,1
2.035,7368.06,9260.59,-3179.46,14,138,554,1,1,0,1
4.284,10175.7,27920.8,-2.43E+03,28,194,1521,1,1,0,1
3.389,22774,410917,1.41E+06,59,473,14125,1,1,1,0
4.096,5858.17,11157.8,-1920.54,23,102,764,1,1,0,1
4.34,13727.9,47501.2,-5812.41,69,273,2061,1,1,0,1
4.873,5613.72,6992.2,-1.62E+03,138,109,486,1,1,0,1
2.078,21471.9,410665,-9.05E+03,61,473,14125,1,1,0,1
3.478,14312.2,140775,-4.73E+03,43,315,5844,1,1,0,1
0,16563.8,171353,-9968,227,386,6756,1,1,0,1
4.512,5818,4461.77,-7.74E+02,17,88,292,1,0,0,1
0,11185.2,36759,-3171,24,211,1814,1,1,0,1
2.435,8285,12000.1,-2570.18,80,128,693,1,1,0,1
4.771,8147.07,5770.63,-9.31E+02,24,86,205,1,0,0,1
2.252,6621.6,12036.8,-1835.81,8,105,765,1,1,0,1
1.581,3998.94,2228.21,-1063.44,21,54,165,1,0,0,1
4.724,12581.4,72585.8,-5496.1,48,262,3211,1,1,0,1
0,5948.03,6586,-2842,49,109,398,1,1,0,1
2.602,7759.74,11829.1,-2670.43,80,128,693,1,1,0,1
0,16648.2,149348,-8617,49,302,5522,1,1,0,1
1.66,4207.59,2262.54,-1082.09,20,54,165,1,0,0,1
0,23587.7,414973,-13037,74,510,12351,1,1,0,1
0,8920.44,25745,-4448,85,168,1358,1,1,0,1
2.782,8260.1,25283.3,-3296.3,32,157,1519,1,1,0,1
0,9504.05,26203,-3733,120,180,1467,1,1,0,1
0,14408.7,154148,-9426,243,353,6402,1,1,0,1
0,10213.2,59305,-5428,25,233,3050,1,1,0,1
1.738,18225.4,138947,-8.89E+03,74,449,5537,1,1,0,1
1.972,3239.28,1268.52,-685.896,30,40,100,1,0,0,1
1.829,18695.9,152059,-8.90E+03,76,449,5537,1,1,0,1
0,9750.72,57010,-3265,41,203,3127,1,1,0,1
1.441,12167.9,73523.1,-4.89E+03,22,249,3630,1,1,0,1
4.919,9068.16,12473.5,-2615.97,87,136,619,1,1,0,1
0,24679.4,238998,-9530,39,364,4346,1,1,0,1
2.784,15709.5,115335,-3.77E+03,74,271,4426,1,1,0,1
1.709,6502.93,5264.1,-2.82E+03,9,79,292,1,0,0,1
0,11959.9,30451,-4809,39,202,1522,1,1,0,1
1.517,6585.56,5243.29,-1.68E+03,11,79,292,1,0,0,1
0,12460.2,79840,-5845,94,234,3131,1,1,0,1
4.429,24532.5,481444,-1.22E+04,54,483,15505,1,1,0,1
0,11019.5,65071,-8355,54,247,3453,1,1,0,1
4.725,22112.2,404936,-7.47E+03,76,473,14125,1,1,0,1
0,10093.4,41491,-4313,19,181,2054,1,1,0,1
1.566,4018.78,2223.47,-1024.01,21,54,165,1,0,0,1
0,4964.78,1302,-1887,20,79,104,1,0,0,1
0,14483.3,141340,-7339,108,296,5330,1,1,0,1
2.714,15155.9,60283.3,-6546.08,149,305,2610,1,1,0,1
4.054,9039.81,20653.7,-3485.8,82,163,1162,1,1,0,1
0,13710.5,59651,-7529,163,253,2616,1,1,0,1
3.911,9076.39,11321.2,-3083.79,34,156,654,1,1,0,1
2.88,14620,54731.8,-4.58E+03,37,215,2188,1,1,0,1
3.23,12109.1,49578.5,-3.67E+03,50,234,2464,1,1,0,1
3.125,13978.4,142701,-6188.56,162,308,6057,1,1,0,1
3.106,7299.47,14129,-2317.84,84,120,809,1,1,0,1
3.374,22873.6,256569,-1.33E+04,75,540,8870,1,1,0,1
3.989,7065.55,7305.15,-1.36E+03,160,109,486,1,1,0,1
3.314,12605.2,80613.6,-6.91E+03,44,272,3539,1,1,0,1
4.986,10321.6,27742.7,-2.23E+03,41,194,1521,1,1,0,1
4.986,10089.5,36450.6,-3.75E+03,40,196,1997,1,1,0,1
0,17571.5,262096,-10118,53,381,9528,1,1,0,1
2.329,21988.6,414544,-9.39E+03,65,473,14125,1,1,0,1
3.491,10394.9,37775.9,-3.24E+03,40,196,1997,1,1,0,1
4.823,10309.3,36372.3,-3.90E+03,45,196,1997,1,1,0,1
3.087,10350.8,40585.3,-2.22E+03,15,196,1885,1,1,0,1
3.975,7722.56,9097.98,-1.50E+03,23,102,516,1,1,0,1
0,13781.9,110774,-7023,33,278,4812,1,1,0,1
1.614,3839.97,2190.91,-1165.78,20,54,165,1,0,0,1
1.529,18685.4,161914,-6605.2,88,352,6744,1,1,0,1
4.248,11310.7,51307.2,-4385.57,103,209,2534,1,1,0,1
4.592,12891.5,57664.2,-2.77E+03,66,224,2192,1,1,0,1
4.727,8152.16,4720.13,-2728.62,28,131,271,1,0,0,1
4.584,7175.03,4021.47,-1.96E+03,30,86,205,1,0,0,1
3.748,12708.4,38695.3,-2.46E+03,51,234,1581,1,1,0,1
2.726,6353.52,5173.9,-2226.34,53,107,346,1,0,0,1
4.714,9602.56,21828.5,-1.69E+03,32,182,1212,1,1,0,1
3.011,11444.6,42680.1,-2.50E+03,40,166,1414,1,1,0,1
1.613,4132.51,2138.49,-1031.18,20,54,165,1,0,0,1
0,13342.4,143207,-7120,32,258,5830,1,1,0,1
4.95,6778.73,4176.24,-1762.98,40,101,270,1,0,0,1
0,20638.5,150343,-8497,93,400,5432,1,1,0,1
3.062,9328.19,49361.6,-6.71E+03,23,216,2677,1,1,0,1
0,11452,86323,-7748,34,268,4154,1,1,0,1
1.77,15434.2,136149,-8.80E+03,84,449,5537,1,1,0,1
1.605,2585.93,58.5141,-6.23E+02,6,33,5,1,0,0,1
0,9500.3,50262,-4365,35,190,2743,1,1,0,1
1.768,7655.46,9226.97,-3064.06,17,138,554,1,1,0,1
2.849,9621.79,38760.1,-2.49E+03,15,196,1885,1,1,0,1
4.636,22319.2,285763,-9753.72,66,468,9276,1,1,0,1
3.533,8380.13,10812.7,-2871.65,86,139,587,1,1,0,1
0,21528.5,317360,-16561,81,509,10544,1,1,0,1
2.188,6836.62,13454.3,-1517.99,19,96,804,1,1,0,1
3.306,14869.9,141274,-4.17E+03,52,315,5844,1,1,0,1
0,14591,161688,-8436.98,66,362,6628,1,1,0,1
1.269,10690.6,68219.7,-5412.34,147,247,3373,1,1,0,1
4.177,10838.6,27160.8,-4184.05,40,214,1469,1,1,0,1
3.913,7856.29,12825.5,-2796.23,15,132,806,1,1,0,1
3.339,13624.6,76091,-4.58E+03,49,264,3217,1,1,0,1
3.749,10228.2,109946,-2.36E+03,49,235,4905,1,1,0,1
0,8558.66,10569,-3857,42,140,551,1,1,0,1
1.651,12307.9,73589.5,-5.20E+03,23,249,3630,1,1,0,1
2.654,12721.8,61063.9,-4.19E+03,36,247,2754,1,1,0,1
4.171,12343.2,59264,-3817.53,142,217,2904,1,1,0,1
4.897,8115.12,4711.77,-2672.13,28,131,271,1,0,0,1
4.175,8109.09,25353.9,-2.07E+03,30,156,1364,1,1,0,1
2.142,11761.5,44695.9,-3.27E+03,46,223,2059,1,1,0,1
4.76,3571.16,2128.64,-590.969,6,43,161,1,0,0,1
1.575,5281.23,4368.46,-1.53E+03,16,88,292,1,0,0,1
3.315,8792.48,10264.1,-2469.09,92,130,490,1,1,0,1
1.986,5501.99,4296.31,-7.79E+02,17,88,292,1,0,0,1
3.694,9164.99,25912.3,-3461.2,41,174,1415,1,1,0,1
0,10642.8,56569.5,-5541.63,147,237,2672,1,1,0,1
0,16841,117209,-9093,98,330,4342,1,1,0,1
1.491,8993.02,17217.3,-4249.31,34,183,931,1,1,0,1
0,6925.95,8210,-3273,9,101,552,1,1,0,1
4.622,8548.32,4758.76,-2622.22,29,131,271,1,0,0,1
2.467,9397.69,24159.7,-1.85E+03,16,166,1111,1,1,0,1
3.521,11149,49744.8,-4.83E+03,20,216,2677,1,1,0,1
2.802,9542.22,39749.4,-2.67E+03,21,196,1885,1,1,0,1
0,17057.8,181287,-10630,55,369,6864,1,1,0,1
4.401,13463.6,76982.3,-5463.12,30,262,3211,1,1,0,1
4.784,9482.74,17301.1,-3875.18,74,172,973,1,1,0,1
0,4688.96,2333,-1756,34,70,185,1,0,0,1
3.209,10118.1,48070.4,-3.87E+03,27,216,2677,1,1,0,1
4.718,12459.4,71670.7,-5633.36,28,262,3211,1,1,0,1
0,10087.8,24391,-2504,42,208,1313,1,1,0,1
0,7210.64,17663,-4147,19,140,976,1,1,0,1
4.861,2017.36,54.2518,-2.06E+02,97,33,5,1,0,0,1
2.261,6908.13,12060.1,-1796.65,8,105,765,1,1,0,1
1.887,10654.6,34451.5,-3.64E+03,39,234,1581,1,1,0,1
2.261,5464.56,4241.36,-1.70E+03,11,79,317,1,0,0,1
2.252,5635.56,7565.56,-1856.68,75,104,457,1,1,0,1
2.332,6879.87,4979.95,-2163.32,70,107,346,1,0,0,1
4.002,9394.31,20773,-3487.55,95,163,1162,1,1,0,1
2.074,3908.37,1455.87,-1014.92,41,52,133,1,0,0,1
3.814,7333.51,26580.7,-2746.3,84,156,1521,1,1,0,1
4.604,9580.9,38082.4,-3745.91,38,180,2054,1,1,0,1
2.273,23411.3,472877,-1.27E+04,66,483,15505,1,1,0,1
4.718,11977.1,53612.6,-4354.29,98,209,2534,1,1,0,1
3.108,20202.2,237798,-1.03E+04,94,537,8350,1,1,0,1
4.344,17812.2,112293,-5.88E+03,38,322,4619,1,1,0,1
2.263,5176.42,4163,-1.23E+03,10,79,317,1,0,0,1
4.415,13921.5,63931,-2.50E+03,40,223,2822,1,1,0,1
0,14834.5,57384,-6187,20,180,1167,1,1,0,1
4.914,7327.93,7955.4,-2.42E+03,149,109,486,1,1,0,1
3.012,8024.39,9530.12,-2773.12,30,138,554,1,1,0,1
0,14919.1,154154,-9347,42,374,6081,1,1,0,1
4.72,8349.54,25515.5,-2.44E+03,45,156,1364,1,1,0,1
4.2,10364.1,34852.2,-4364.53,126,208,1691,1,1,0,1
0,12881.8,65222,-5748,23,237,2605,1,1,0,1
3.969,16676.4,200707,-9.02E+03,42,390,7459,1,1,0,1
2.403,10525.2,37952,-4176.05,137,205,1751,1,1,0,1
2.206,5513.94,4357.15,-1.32E+03,17,88,292,1,0,0,1
2.138,8711.33,19827.7,-3447.26,90,163,1162,1,1,0,1
0,14061.9,141314,-4882,47,316,5745,1,1,0,1
1.662,3997.58,2159.25,-1081.34,21,54,165,1,0,0,1
4.355,13184.9,45723.8,-5716.25,64,273,2061,1,1,0,1
0,29010.4,763828,-18757,115,781,21881,1,1,0,1
3.224,9045.76,12123.3,-2675.4,92,136,619,1,1,0,1
3.59,11105.2,49199.7,-4.07E+03,29,216,2677,1,1,0,1
4.614,6790.95,4019.26,-2310.3,77,101,249,1,0,0,1
4.606,10905.2,34998,-4258.93,108,208,1691,1,1,0,1
0,20385,235158,-10324,29,369,5746,1,1,0,1
0.901,5864.36,4865.13,-1.80E+03,21,85,343,1,0,0,1
3.669,5462.08,7158.67,-1703.19,53,93,545,1,1,0,1
2.393,5679.54,7629.94,-1872.51,73,104,457,1,1,0,1
0,13700.4,137724,-7440,135,286,5740,1,1,0,1
0,25162.4,423321,-12982,417,572,14146,1,1,0,1
0,11949.5,64623,-4787,10,191,1931,1,1,0,1
0,10787.3,43054,-5552,45,215,2060,1,1,0,1
0,8673.06,14815,-2746,25,149,851,1,1,0,1
3.603,9448.13,27605,-2969.12,98,158,1403,1,1,0,1
4.516,10657.5,35117,-4253.81,114,208,1691,1,1,0,1
3.903,13618.5,111900,-5.92E+03,51,271,4426,1,1,0,1
0,16661.6,256695,-8108,78,389,9131,1,1,0,1
4.358,2427.73,46.5214,-3.68E+02,96,33,5,1,0,0,1
3.742,6904.86,13613.1,-1548.68,21,96,804,1,1,0,1
4.785,9378.29,30531.7,-3416.92,128,171,1747,1,1,0,1
3.496,11076.2,32363,-4333.08,119,204,1692,1,1,0,1
4.916,12317.1,70136.3,-5516.14,53,262,3211,1,1,0,1
1.282,11334.7,68794.6,-5181.19,139,247,3373,1,1,0,1
4.084,6034.75,11105,-1861.25,22,102,764,1,1,0,1
1.304,5918.34,4753.5,-1.18E+03,22,85,343,1,0,0,1
0,5387.34,7030.36,-2085.07,74,104,457,1,1,0,1
4.002,6510.83,13600.3,-1532.9,14,96,804,1,1,0,1
3.839,16228.5,118079,-3.79E+03,74,271,4426,1,1,0,1
3.332,18683,160948,-9.74E+03,86,388,6290,1,1,0,1
2.88,4103.93,1935.45,-1063.05,5,63,166,1,0,0,1
0,7018.08,14490,-2217,71,134,888,1,1,0,1
3.036,6730.52,5084.08,-2207.19,52,107,346,1,0,0,1
4.262,2080.26,60.1403,-4.67E+02,96,33,5,1,0,0,1
3.493,13007.4,78731,-5.38E+03,45,272,3539,1,1,0,1
0,13918.4,106178,-8856,50,308,4156,1,1,0,1
3.499,7968.52,26425.7,-2.33E+03,33,156,1364,1,1,0,1
0,13942.8,130000,-7850,263,367,5532,1,1,0,1
3.971,7982.32,9881.98,-2369.92,25,123,621,1,1,0,1
4.344,10696.9,54158.3,-1.67E+03,34,188,2599,1,1,0,1
1.65,5378.17,4351.97,-3.49E+02,14,88,292,1,0,0,1
0,14520.8,185944,-7460,166,307,6856,1,1,0,1
0,6361.46,7227,-2002,20,100,516,1,1,0,1
0,13595.7,74591,-4341,109,287,2983,1,1,0,1
